diagnosis,finding,evoking_strength,frequency
"Leakage of biological heart valve graft, initial encounter",shortness of breath,1,0.3333333333333333
"Leakage of biological heart valve graft, initial encounter",abdominal pain,1,0.3333333333333333
"Leakage of biological heart valve graft, initial encounter",cough,1,0.3333333333333333
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,shortness of breath,1,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,cough,1,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,diarrhea,1,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,wheezing,1,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,joint pain,1,0.16666666666666666
Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,fatigue,1,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,shortness of breath,1,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,cough,1,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,diarrhea,1,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,leg swelling,1,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,abdominal pain,1,0.16666666666666666
Passenger of special construction vehicle injured in traffic accident,night sweats,1,0.16666666666666666
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",shortness of breath,1,0.13636363636363635
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",cough,1,0.22727272727272727
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",diarrhea,1,0.18181818181818182
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",headache,1,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",abdominal pain,1,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",night sweats,1,0.09090909090909091
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",wheezing,1,0.045454545454545456
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",runny nose,1,0.045454545454545456
"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",numbness,1,0.09090909090909091
"Systolic heart failure, unspecified",shortness of breath,1,1.0
Unspecified place in hospital as the place of occurrence of the external cause,nasal congestion,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,fatigue,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,diarrhea,1,0.16666666666666666
Unspecified place in hospital as the place of occurrence of the external cause,cough,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,blood clots,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,dizziness,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,headache,1,0.16666666666666666
Unspecified place in hospital as the place of occurrence of the external cause,abdominal pain,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,shortness of breath,1,0.08333333333333333
Unspecified place in hospital as the place of occurrence of the external cause,wheezing,1,0.08333333333333333
Tobacco use,shortness of breath,1,0.2
Tobacco use,cough,1,0.2
Tobacco use,diarrhea,1,0.2
Tobacco use,abdominal pain,1,0.2
Tobacco use,leg pain,1,0.2
Other sequelae of chronic liver disease,elevated liver enzymes,1,0.5
Other sequelae of chronic liver disease,diarrhea,1,0.5
Personal history of other infectious and parasitic diseases,shortness of breath,1,0.2
Personal history of other infectious and parasitic diseases,cough,1,0.2
Personal history of other infectious and parasitic diseases,diarrhea,1,0.2
Personal history of other infectious and parasitic diseases,high white blood cell count,1,0.2
Personal history of other infectious and parasitic diseases,abdominal pain,1,0.2
Hypokalemia,abdominal pain,1,0.3333333333333333
Hypokalemia,diarrhea,1,0.3333333333333333
Hypokalemia,cough,1,0.3333333333333333
"Post-traumatic stress disorder, unspecified",headache,1,0.25
"Post-traumatic stress disorder, unspecified",abdominal pain,1,0.25
"Post-traumatic stress disorder, unspecified",cough,1,0.25
"Post-traumatic stress disorder, unspecified",diarrhea,1,0.25
Unspecified hemorrhoids without mention of complication,shortness of breath,1,0.1
Unspecified hemorrhoids without mention of complication,cough,1,0.1
Unspecified hemorrhoids without mention of complication,eye pain,1,0.1
Unspecified hemorrhoids without mention of complication,diarrhea,1,0.1
Unspecified hemorrhoids without mention of complication,muscle pain,1,0.1
Unspecified hemorrhoids without mention of complication,shoulder pain,1,0.1
Unspecified hemorrhoids without mention of complication,headache,1,0.1
Unspecified hemorrhoids without mention of complication,abdominal pain,1,0.1
Unspecified hemorrhoids without mention of complication,nasal congestion,1,0.1
Unspecified hemorrhoids without mention of complication,night sweats,1,0.1
Cachexia,shortness of breath,1,0.14285714285714285
Cachexia,cough,1,0.14285714285714285
Cachexia,diarrhea,1,0.14285714285714285
Cachexia,headache,1,0.14285714285714285
Cachexia,numbness,1,0.14285714285714285
Cachexia,abdominal pain,1,0.14285714285714285
Cachexia,night sweats,1,0.14285714285714285
Dysarthria,headache,1,0.5
Dysarthria,numbness,1,0.5
Peritoneal adhesions (postoperative) (postinfection),abdominal pain,1,0.5
Peritoneal adhesions (postoperative) (postinfection),vaginal bleeding,1,0.25
Peritoneal adhesions (postoperative) (postinfection),vaginal discharge,1,0.25
Malignant ascites,shortness of breath,1,0.2
Malignant ascites,cough,1,0.2
Malignant ascites,diarrhea,1,0.2
Malignant ascites,headache,1,0.2
Malignant ascites,night sweats,1,0.2
"Spinal stenosis, lumbar region",wheezing,1,1.0
"Chronic osteomyelitis, other specified sites",shortness of breath,1,0.14285714285714285
"Chronic osteomyelitis, other specified sites",cough,1,0.14285714285714285
"Chronic osteomyelitis, other specified sites",diarrhea,1,0.14285714285714285
"Chronic osteomyelitis, other specified sites",headache,1,0.14285714285714285
"Chronic osteomyelitis, other specified sites",wheezing,1,0.14285714285714285
"Chronic osteomyelitis, other specified sites",abdominal pain,1,0.14285714285714285
"Chronic osteomyelitis, other specified sites",night sweats,1,0.14285714285714285
Dissociative identity disorder,nausea and vomiting,1,0.5
Dissociative identity disorder,abdominal pain,1,0.5
Iron deficiency anemia secondary to blood loss (chronic),fatigue,1,0.25
Iron deficiency anemia secondary to blood loss (chronic),abdominal pain,1,0.25
Iron deficiency anemia secondary to blood loss (chronic),diarrhea,1,0.25
Iron deficiency anemia secondary to blood loss (chronic),cough,1,0.25
Supraventricular tachycardia,fatigue,1,0.1111111111111111
Supraventricular tachycardia,cough,1,0.1111111111111111
Supraventricular tachycardia,wheezing,1,0.2222222222222222
Supraventricular tachycardia,headache,1,0.1111111111111111
Supraventricular tachycardia,abdominal pain,1,0.1111111111111111
Supraventricular tachycardia,leg swelling,1,0.1111111111111111
Supraventricular tachycardia,shortness of breath,1,0.2222222222222222
Other disorders of phosphorus metabolism,nausea and vomiting,1,0.2
Other disorders of phosphorus metabolism,dizziness,1,0.2
Other disorders of phosphorus metabolism,cough,1,0.2
Other disorders of phosphorus metabolism,headache,1,0.2
Other disorders of phosphorus metabolism,abdominal pain,1,0.2
"Other malignant neoplasm of skin of lower limb, including hip",shortness of breath,1,0.25
"Other malignant neoplasm of skin of lower limb, including hip",dizziness,1,0.25
"Other malignant neoplasm of skin of lower limb, including hip",abdominal pain,1,0.25
"Other malignant neoplasm of skin of lower limb, including hip",diarrhea,1,0.25
Vascular abnormalities of conjunctiva,shortness of breath,1,0.16666666666666666
Vascular abnormalities of conjunctiva,fatigue,1,0.16666666666666666
Vascular abnormalities of conjunctiva,cough,1,0.16666666666666666
Vascular abnormalities of conjunctiva,diarrhea,1,0.16666666666666666
Vascular abnormalities of conjunctiva,headache,1,0.16666666666666666
Vascular abnormalities of conjunctiva,abdominal pain,1,0.16666666666666666
Cellulitis of right upper limb,shortness of breath,1,0.2
Cellulitis of right upper limb,cough,1,0.2
Cellulitis of right upper limb,diarrhea,1,0.2
Cellulitis of right upper limb,headache,1,0.2
Cellulitis of right upper limb,abdominal pain,1,0.2
Subdural hemorrhage,shortness of breath,1,0.2
Subdural hemorrhage,fatigue,1,0.2
Subdural hemorrhage,cough,1,0.2
Subdural hemorrhage,leg swelling,1,0.2
Subdural hemorrhage,wheezing,1,0.2
"Cocaine abuse, unspecified",shortness of breath,1,0.5
"Cocaine abuse, unspecified",wheezing,1,0.5
"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",abdominal pain,1,1.0
"Epilepsy, unspecified, without mention of intractable epilepsy",shortness of breath,1,0.09090909090909091
"Epilepsy, unspecified, without mention of intractable epilepsy",nausea and vomiting,1,0.09090909090909091
"Epilepsy, unspecified, without mention of intractable epilepsy",cough,1,0.18181818181818182
"Epilepsy, unspecified, without mention of intractable epilepsy",diarrhea,1,0.18181818181818182
"Epilepsy, unspecified, without mention of intractable epilepsy",headache,1,0.18181818181818182
"Epilepsy, unspecified, without mention of intractable epilepsy",night sweats,1,0.18181818181818182
"Epilepsy, unspecified, without mention of intractable epilepsy",abdominal pain,1,0.09090909090909091
"Urinary catheterization as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",shortness of breath,1,1.0
Personal history of alcoholism,cough,1,1.0
Other specified abnormalities of plasma proteins,diarrhea,1,0.25
Other specified abnormalities of plasma proteins,wheezing,1,0.25
Other specified abnormalities of plasma proteins,abdominal pain,1,0.25
Other specified abnormalities of plasma proteins,shoulder pain,1,0.25
"Schizoaffective disorder, bipolar type",shortness of breath,1,0.25
"Schizoaffective disorder, bipolar type",nausea and vomiting,1,0.25
"Schizoaffective disorder, bipolar type",headache,1,0.25
"Schizoaffective disorder, bipolar type",dizziness,1,0.25
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",shortness of breath,1,0.14285714285714285
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",cough,1,0.14285714285714285
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",diarrhea,1,0.14285714285714285
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",headache,1,0.14285714285714285
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",numbness,1,0.14285714285714285
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",abdominal pain,1,0.14285714285714285
"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",night sweats,1,0.14285714285714285
Person on outside of car injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,shortness of breath,1,0.5
Person on outside of car injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,dizziness,1,0.5
"Chronic airway obstruction, not elsewhere classified",shortness of breath,1,0.15384615384615385
"Chronic airway obstruction, not elsewhere classified",fatigue,1,0.07692307692307693
"Chronic airway obstruction, not elsewhere classified",cough,1,0.23076923076923078
"Chronic airway obstruction, not elsewhere classified",diarrhea,1,0.15384615384615385
"Chronic airway obstruction, not elsewhere classified",wheezing,1,0.07692307692307693
"Chronic airway obstruction, not elsewhere classified",headache,1,0.07692307692307693
"Chronic airway obstruction, not elsewhere classified",abdominal pain,1,0.07692307692307693
"Chronic airway obstruction, not elsewhere classified",night sweats,1,0.07692307692307693
"Chronic airway obstruction, not elsewhere classified",blood clots,1,0.07692307692307693
Aftercare following surgery for neoplasm,diarrhea,1,1.0
Person boarding or alighting a car injured in collision with railway train or railway vehicle,shortness of breath,1,0.14285714285714285
Person boarding or alighting a car injured in collision with railway train or railway vehicle,cough,1,0.14285714285714285
Person boarding or alighting a car injured in collision with railway train or railway vehicle,hip pain,1,0.14285714285714285
Person boarding or alighting a car injured in collision with railway train or railway vehicle,diarrhea,1,0.14285714285714285
Person boarding or alighting a car injured in collision with railway train or railway vehicle,headache,1,0.14285714285714285
Person boarding or alighting a car injured in collision with railway train or railway vehicle,abdominal pain,1,0.14285714285714285
Person boarding or alighting a car injured in collision with railway train or railway vehicle,night sweats,1,0.14285714285714285
Hyperosmolality and hypernatremia,shortness of breath,1,0.5
Hyperosmolality and hypernatremia,cough,1,0.5
Liver cell carcinoma,shortness of breath,1,0.25
Liver cell carcinoma,dizziness,1,0.25
Liver cell carcinoma,abdominal pain,1,0.25
Liver cell carcinoma,diarrhea,1,0.25
Other obstruction of duodenum,nausea and vomiting,1,0.2
Other obstruction of duodenum,diarrhea,1,0.2
Other obstruction of duodenum,cough,1,0.2
Other obstruction of duodenum,leg swelling,1,0.2
Other obstruction of duodenum,abdominal pain,1,0.2
"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",elbow pain,1,0.5
"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",joint pain,1,0.5
"Opioid type dependence, continuous",dizziness,1,0.5
"Opioid type dependence, continuous",abdominal pain,1,0.5
Automatic implantable cardiac defibrillator in situ,fatigue,1,1.0
Secondary neuroendocrine tumor of other sites,dizziness,1,0.5
Secondary neuroendocrine tumor of other sites,diarrhea,1,0.5
Unspecified condition of brain,dizziness,1,0.14285714285714285
Unspecified condition of brain,muscle pain,1,0.14285714285714285
Unspecified condition of brain,diarrhea,1,0.14285714285714285
Unspecified condition of brain,headache,1,0.14285714285714285
Unspecified condition of brain,numbness,1,0.14285714285714285
Unspecified condition of brain,abdominal pain,1,0.14285714285714285
Unspecified condition of brain,night sweats,1,0.14285714285714285
"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes",abdominal pain,1,0.5
"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes",diarrhea,1,0.5
Other ascites,shortness of breath,1,0.2
Other ascites,abdominal pain,1,0.4
Other ascites,cough,1,0.2
Other ascites,shoulder pain,1,0.2
"Hemorrhage, unspecified",shortness of breath,1,0.16666666666666666
"Hemorrhage, unspecified",cough,1,0.16666666666666666
"Hemorrhage, unspecified",diarrhea,1,0.16666666666666666
"Hemorrhage, unspecified",headache,1,0.16666666666666666
"Hemorrhage, unspecified",abdominal pain,1,0.16666666666666666
"Hemorrhage, unspecified",night sweats,1,0.16666666666666666
Other specified bacterial agents as the cause of diseases classified elsewhere,shortness of breath,1,0.2
Other specified bacterial agents as the cause of diseases classified elsewhere,nausea and vomiting,1,0.2
Other specified bacterial agents as the cause of diseases classified elsewhere,cough,1,0.2
Other specified bacterial agents as the cause of diseases classified elsewhere,diarrhea,1,0.2
Other specified bacterial agents as the cause of diseases classified elsewhere,wheezing,1,0.2
"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",shortness of breath,1,0.14285714285714285
"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",abdominal pain,1,0.2857142857142857
"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",dizziness,1,0.14285714285714285
"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",cough,1,0.14285714285714285
"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",diarrhea,1,0.14285714285714285
"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",headache,1,0.14285714285714285
Dependence on renal dialysis,shortness of breath,1,0.25
Dependence on renal dialysis,wheezing,1,0.25
Dependence on renal dialysis,cough,1,0.25
Dependence on renal dialysis,numbness,1,0.25
"Unspecified asthma, uncomplicated",abdominal pain,1,1.0
"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",shortness of breath,1,0.16666666666666666
"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",dizziness,1,0.16666666666666666
"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",cough,1,0.16666666666666666
"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",diarrhea,1,0.16666666666666666
"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",headache,1,0.16666666666666666
"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",night sweats,1,0.16666666666666666
"Mild intermittent asthma, uncomplicated",pelvic pain,1,0.2
"Mild intermittent asthma, uncomplicated",diarrhea,1,0.2
"Mild intermittent asthma, uncomplicated",vaginal discharge,1,0.2
"Mild intermittent asthma, uncomplicated",vaginal bleeding,1,0.2
"Mild intermittent asthma, uncomplicated",abdominal pain,1,0.2
Acute systolic (congestive) heart failure,wheezing,1,1.0
Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal,cough,1,1.0
"Pneumonia, unspecified organism",cough,1,0.3333333333333333
"Pneumonia, unspecified organism",petechiae,1,0.16666666666666666
"Pneumonia, unspecified organism",fatigue,1,0.16666666666666666
"Pneumonia, unspecified organism",diarrhea,1,0.16666666666666666
"Pneumonia, unspecified organism",abdominal pain,1,0.16666666666666666
"Ileus, unspecified",abdominal pain,1,0.4
"Ileus, unspecified",headache,1,0.2
"Ileus, unspecified",night sweats,1,0.2
"Ileus, unspecified",cough,1,0.2
Acute respiratory failure with hypoxia,diarrhea,1,0.5
Acute respiratory failure with hypoxia,cough,1,0.5
Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident,vaginal bleeding,1,0.25
Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident,headache,1,0.25
Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident,wheezing,1,0.25
Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident,cough,1,0.25
Antidepressants causing adverse effects in therapeutic use,ankle pain,1,1.0
"Small cell B-cell lymphoma, extranodal and solid organ sites",headache,1,0.3333333333333333
"Small cell B-cell lymphoma, extranodal and solid organ sites",dizziness,1,0.3333333333333333
"Small cell B-cell lymphoma, extranodal and solid organ sites",cough,1,0.3333333333333333
Fluid overload disorder,shortness of breath,1,0.14285714285714285
Fluid overload disorder,vaginal dryness,1,0.14285714285714285
Fluid overload disorder,cough,1,0.14285714285714285
Fluid overload disorder,diarrhea,1,0.14285714285714285
Fluid overload disorder,headache,1,0.14285714285714285
Fluid overload disorder,abdominal pain,1,0.14285714285714285
Fluid overload disorder,night sweats,1,0.14285714285714285
Acute respiratory failure,shortness of breath,1,0.25
Acute respiratory failure,wheezing,1,0.25
Acute respiratory failure,diarrhea,1,0.25
Acute respiratory failure,cough,1,0.25
Acquired absence of unspecified breast and nipple,shortness of breath,1,1.0
Other and unspecified infection due to central venous catheter,wheezing,1,0.25
Other and unspecified infection due to central venous catheter,abdominal pain,1,0.25
Other and unspecified infection due to central venous catheter,cough,1,0.25
Other and unspecified infection due to central venous catheter,diarrhea,1,0.25
Obstruction of bile duct,dizziness,1,0.125
Obstruction of bile duct,diarrhea,1,0.125
Obstruction of bile duct,wheezing,1,0.125
Obstruction of bile duct,headache,1,0.125
Obstruction of bile duct,abdominal pain,1,0.25
Obstruction of bile duct,elevated liver enzymes,1,0.125
Obstruction of bile duct,night sweats,1,0.125
Sickle-cell trait,eosinophilia,1,0.3333333333333333
Sickle-cell trait,numbness,1,0.3333333333333333
Sickle-cell trait,night sweats,1,0.3333333333333333
"Mantle cell lymphoma, intrathoracic lymph nodes",shortness of breath,1,0.2
"Mantle cell lymphoma, intrathoracic lymph nodes",dizziness,1,0.2
"Mantle cell lymphoma, intrathoracic lymph nodes",fatigue,1,0.2
"Mantle cell lymphoma, intrathoracic lymph nodes",cough,1,0.2
"Mantle cell lymphoma, intrathoracic lymph nodes",night sweats,1,0.2
"Interstitial pulmonary disease, unspecified",shortness of breath,1,0.3333333333333333
"Interstitial pulmonary disease, unspecified",diarrhea,1,0.3333333333333333
"Interstitial pulmonary disease, unspecified",cough,1,0.3333333333333333
"Other mechanical complication of nephrostomy catheter, initial encounter",vaginal bleeding,1,0.25
"Other mechanical complication of nephrostomy catheter, initial encounter",frequent bowel movements,1,0.25
"Other mechanical complication of nephrostomy catheter, initial encounter",abdominal pain,1,0.25
"Other mechanical complication of nephrostomy catheter, initial encounter",diarrhea,1,0.25
Polymyalgia rheumatica,abdominal pain,1,0.3333333333333333
Polymyalgia rheumatica,diarrhea,1,0.3333333333333333
Polymyalgia rheumatica,cough,1,0.3333333333333333
"Unspecified car occupant injured in collision with car, pick-up truck or van in nontraffic accident",headache,1,0.25
"Unspecified car occupant injured in collision with car, pick-up truck or van in nontraffic accident",cough,1,0.5
"Unspecified car occupant injured in collision with car, pick-up truck or van in nontraffic accident",shortness of breath,1,0.25
Acute respiratory failure with hypercapnia,shortness of breath,1,0.2
Acute respiratory failure with hypercapnia,cough,1,0.2
Acute respiratory failure with hypercapnia,diarrhea,1,0.2
Acute respiratory failure with hypercapnia,headache,1,0.2
Acute respiratory failure with hypercapnia,abdominal pain,1,0.2
"Obesity, unspecified",abdominal pain,1,0.21428571428571427
"Obesity, unspecified",cough,1,0.14285714285714285
"Obesity, unspecified",diarrhea,1,0.14285714285714285
"Obesity, unspecified",shortness of breath,1,0.14285714285714285
"Obesity, unspecified",dizziness,1,0.07142857142857142
"Obesity, unspecified",fatigue,1,0.14285714285714285
"Obesity, unspecified",headache,1,0.07142857142857142
"Obesity, unspecified",wheezing,1,0.07142857142857142
Resistance to unspecified beta lactam antibiotics,wheezing,1,0.3333333333333333
Resistance to unspecified beta lactam antibiotics,abdominal pain,1,0.3333333333333333
Resistance to unspecified beta lactam antibiotics,cough,1,0.3333333333333333
"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",shortness of breath,1,0.16666666666666666
"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",cough,1,0.16666666666666666
"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",diarrhea,1,0.16666666666666666
"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",wheezing,1,0.16666666666666666
"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",abdominal pain,1,0.16666666666666666
"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors",night sweats,1,0.16666666666666666
Presence of cardiac pacemaker,shortness of breath,1,0.25
Presence of cardiac pacemaker,wheezing,1,0.25
Presence of cardiac pacemaker,fatigue,1,0.25
Presence of cardiac pacemaker,cough,1,0.25
"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament",cough,1,1.0
Long term (current) use of insulin,fatigue,1,1.0
"Acute embolism and thrombosis of deep veins of upper extremity, bilateral",wheezing,1,0.5
"Acute embolism and thrombosis of deep veins of upper extremity, bilateral",blood clots,1,0.5
Allergy to radiographic dye,shortness of breath,1,0.1111111111111111
Allergy to radiographic dye,dizziness,1,0.1111111111111111
Allergy to radiographic dye,cough,1,0.1111111111111111
Allergy to radiographic dye,diarrhea,1,0.1111111111111111
Allergy to radiographic dye,numbness,1,0.1111111111111111
Allergy to radiographic dye,nasal congestion,1,0.1111111111111111
Allergy to radiographic dye,abdominal pain,1,0.1111111111111111
Allergy to radiographic dye,nosebleeds,1,0.1111111111111111
Allergy to radiographic dye,rectal bleeding,1,0.1111111111111111
Hyposmolality and/or hyponatremia,shortness of breath,1,0.125
Hyposmolality and/or hyponatremia,fatigue,1,0.125
Hyposmolality and/or hyponatremia,cough,1,0.125
Hyposmolality and/or hyponatremia,diarrhea,1,0.125
Hyposmolality and/or hyponatremia,headache,1,0.125
Hyposmolality and/or hyponatremia,numbness,1,0.125
Hyposmolality and/or hyponatremia,abdominal pain,1,0.125
Hyposmolality and/or hyponatremia,night sweats,1,0.125
"Parastomal hernia with obstruction, without gangrene",shortness of breath,1,0.16666666666666666
"Parastomal hernia with obstruction, without gangrene",dizziness,1,0.16666666666666666
"Parastomal hernia with obstruction, without gangrene",fatigue,1,0.16666666666666666
"Parastomal hernia with obstruction, without gangrene",blood clots,1,0.16666666666666666
"Parastomal hernia with obstruction, without gangrene",headache,1,0.16666666666666666
"Parastomal hernia with obstruction, without gangrene",abdominal pain,1,0.16666666666666666
"Heart failure, unspecified",shortness of breath,1,0.14285714285714285
"Heart failure, unspecified",cough,1,0.14285714285714285
"Heart failure, unspecified",diarrhea,1,0.14285714285714285
"Heart failure, unspecified",leg swelling,1,0.14285714285714285
"Heart failure, unspecified",headache,1,0.14285714285714285
"Heart failure, unspecified",abdominal pain,1,0.14285714285714285
"Heart failure, unspecified",night sweats,1,0.14285714285714285
"Myalgia and myositis, unspecified",headache,1,0.5
"Myalgia and myositis, unspecified",wheezing,1,0.5
Epigastric pain,abdominal pain,1,0.3333333333333333
Epigastric pain,rectal bleeding,1,0.3333333333333333
Epigastric pain,diarrhea,1,0.3333333333333333
Glaucoma associated with systemic syndromes,dizziness,1,0.3333333333333333
Glaucoma associated with systemic syndromes,headache,1,0.3333333333333333
Glaucoma associated with systemic syndromes,numbness,1,0.3333333333333333
Other sites of candidiasis,dizziness,1,0.5
Other sites of candidiasis,cough,1,0.5
Morbid (severe) obesity due to excess calories,cough,1,1.0
"Swelling, mass, or lump in chest",shortness of breath,1,0.5
"Swelling, mass, or lump in chest",cough,1,0.5
Infection and inflammatory reaction due to indwelling urinary catheter,shortness of breath,1,0.3333333333333333
Infection and inflammatory reaction due to indwelling urinary catheter,wheezing,1,0.3333333333333333
Infection and inflammatory reaction due to indwelling urinary catheter,cough,1,0.3333333333333333
"Spinal stenosis, unspecified region",shortness of breath,1,0.14285714285714285
"Spinal stenosis, unspecified region",cough,1,0.14285714285714285
"Spinal stenosis, unspecified region",headache,1,0.14285714285714285
"Spinal stenosis, unspecified region",numbness,1,0.14285714285714285
"Spinal stenosis, unspecified region",abdominal pain,1,0.14285714285714285
"Spinal stenosis, unspecified region",wheezing,1,0.14285714285714285
"Spinal stenosis, unspecified region",night sweats,1,0.14285714285714285
Cellulitis and abscess of upper arm and forearm,petechiae,1,0.2
Cellulitis and abscess of upper arm and forearm,fatigue,1,0.2
Cellulitis and abscess of upper arm and forearm,cough,1,0.2
Cellulitis and abscess of upper arm and forearm,diarrhea,1,0.2
Cellulitis and abscess of upper arm and forearm,wheezing,1,0.2
Chronic total occlusion of artery of the extremities,shortness of breath,1,0.2
Chronic total occlusion of artery of the extremities,nausea and vomiting,1,0.2
Chronic total occlusion of artery of the extremities,fatigue,1,0.2
Chronic total occlusion of artery of the extremities,cough,1,0.2
Chronic total occlusion of artery of the extremities,high white blood cell count,1,0.2
"Hypothyroidism, unspecified",leg swelling,1,0.3333333333333333
"Hypothyroidism, unspecified",headache,1,0.3333333333333333
"Hypothyroidism, unspecified",cough,1,0.3333333333333333
"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",shortness of breath,1,0.3333333333333333
"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",wheezing,1,0.3333333333333333
"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",cough,1,0.3333333333333333
"Body mass index [BMI] 33.0-33.9, adult",shortness of breath,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",cough,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",muscle pain,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",diarrhea,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",hip pain,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",headache,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",abdominal pain,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",leg pain,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",joint pain,1,0.1
"Body mass index [BMI] 33.0-33.9, adult",night sweats,1,0.1
